Rule;N;GOAL;NO_GOAL;BTTSRate;CoveragePct;LiftVsBaseline
AvgGAFull>=1.6 AND MinGFL5>=1.0;2946;1946;1000;66.06;34.09;5.34
MinGAL8>=1.4 AND AvgBTTSL5>=0.6;2519;1664;855;66.06;29.14;5.34
AvgBTTSL8>=0.7 AND MinGFL5>=1.0;1812;1197;615;66.06;20.96;5.34
MinBTTSL8>=0.7 AND MinOverL8>=0.4;984;650;334;66.06;11.38;5.34
MinOverL7>=0.6 AND MinBTTSFull>=0.5;2165;1430;735;66.05;25.05;5.33
AvgBTTSL8>=0.7 AND AvgBTTSL7>=0.7;2000;1321;679;66.05;23.14;5.33
MinOverL8>=0.6 AND AvgGAFull>=1.6;2594;1713;881;66.04;30.01;5.32
MinGAL7>=1.4 AND MinOverL5>=0.5;2550;1684;866;66.04;29.5;5.32
MinGAL7>=1.4 AND MinOverL5>=0.6;2550;1684;866;66.04;29.5;5.32
MinOverL7>=0.7 AND MinOverFull>=0.5;2120;1400;720;66.04;24.53;5.32
MinBTTSL8>=0.6 AND AvgGAFull>=1.6;2023;1336;687;66.04;23.41;5.32
AvgBTTSL8>=0.8 AND MinBTTSL7>=0.6;795;525;270;66.04;9.2;5.32
MinBTTSL7>=0.8 AND MinGFL8>=1.4;318;210;108;66.04;3.68;5.32
MinGFL5>=1.4 AND MinOverL5>=0.5;2708;1788;920;66.03;31.33;5.31
MinGFL5>=1.4 AND MinOverL5>=0.6;2708;1788;920;66.03;31.33;5.31
MinGFL7>=1.4 AND AvgBTTSL7>=0.6;2390;1578;812;66.03;27.65;5.31
MinOverL7>=0.6 AND MinGFL5>=1.0;2358;1557;801;66.03;27.28;5.31
AvgBTTSL8>=0.7 AND AvgBTTSFull>=0.7;1622;1071;551;66.03;18.77;5.31
MinGFFull>=1.6 AND MinGFL7>=1.8;1369;904;465;66.03;15.84;5.31
MinBTTSL7>=0.8 AND MinGAFull>=1.2;365;241;124;66.03;4.22;5.31
MinOverL7>=0.7;2163;1428;735;66.02;25.03;5.3
MinOverL7>=0.7 AND MinOverL7>=0.6;2163;1428;735;66.02;25.03;5.3
MinOverL7>=0.7 AND MinOverL8>=0.6;2163;1428;735;66.02;25.03;5.3
MinOverL7>=0.7 AND MinOverL7>=0.5;2163;1428;735;66.02;25.03;5.3
MinOverL7>=0.7 AND MinOverL5>=0.5;2163;1428;735;66.02;25.03;5.3
MinOverL7>=0.7 AND MinOverL5>=0.6;2163;1428;735;66.02;25.03;5.3
MinOverL7>=0.7 AND MinOverL8>=0.5;2163;1428;735;66.02;25.03;5.3
MinOverL7>=0.7 AND MinOverL8>=0.4;2163;1428;735;66.02;25.03;5.3
AvgBTTSL7>=0.7 AND MinGFL7>=1.2;1963;1296;667;66.02;22.71;5.3
MinGFL7>=1.6 AND MinOverFull>=0.5;1863;1230;633;66.02;21.56;5.3
MinGFL5>=1.8 AND MinGFL8>=1.4;1695;1119;576;66.02;19.61;5.3
AvgBTTSL7>=0.7 AND MinGFL8>=1.4;1545;1020;525;66.02;17.88;5.3
MinBTTSL5>=0.7 AND MinOverFull>=0.5;980;647;333;66.02;11.34;5.3
MinBTTSL5>=0.8 AND MinOverFull>=0.5;980;647;333;66.02;11.34;5.3
MinBTTSL5>=0.7 AND MinGAL7>=1.2;880;581;299;66.02;10.18;5.3
MinBTTSL5>=0.8 AND MinGAL7>=1.2;880;581;299;66.02;10.18;5.3
MinOverL5>=0.7 AND MinBTTSL7>=0.6;777;513;264;66.02;8.99;5.3
MinOverL5>=0.8 AND MinBTTSL7>=0.6;777;513;264;66.02;8.99;5.3
AvgBTTSL7>=0.8 AND MinGAL5>=1.2;568;375;193;66.02;6.57;5.3
AvgGAL8>=1.6 AND MinGFL5>=1.0;3056;2017;1039;66.0;35.36;5.28
MinGAL8>=1.4 AND MinOverL8>=0.4;2906;1918;988;66.0;33.62;5.28
MinGAFull>=1.4 AND MinBTTSL7>=0.5;2294;1514;780;66.0;26.54;5.28
MinOverL7>=0.7 AND MinBTTSL7>=0.5;1709;1128;581;66.0;19.77;5.28
MinBTTSL5>=0.7 AND MinBTTSFull>=0.6;856;565;291;66.0;9.9;5.29
MinBTTSL5>=0.8 AND MinBTTSFull>=0.6;856;565;291;66.0;9.9;5.29
MinGFL7>=1.8 AND MinBTTSL7>=0.6;650;429;221;66.0;7.52;5.28
AvgBTTSL7>=0.6 AND AvgGAFull>=1.6;2696;1779;917;65.99;31.19;5.27
AvgBTTSL8>=0.7 AND MinBTTSFull>=0.5;1926;1271;655;65.99;22.28;5.27
AvgBTTSL5>=0.8 AND MinGFL8>=1.2;1279;844;435;65.99;14.8;5.27
AvgBTTSL8>=0.7;2002;1321;681;65.98;23.16;5.26
AvgBTTSL8>=0.7 AND AvgBTTSL7>=0.6;2002;1321;681;65.98;23.16;5.26
AvgBTTSL8>=0.7 AND AvgBTTSL8>=0.6;2002;1321;681;65.98;23.16;5.26
AvgBTTSL8>=0.7 AND AvgBTTSL5>=0.6;2002;1321;681;65.98;23.16;5.26
AvgBTTSL8>=0.7 AND MinBTTSL8>=0.4;2002;1321;681;65.98;23.16;5.26
MinGFL8>=1.6 AND MinBTTSL7>=0.5;1702;1123;579;65.98;19.69;5.26
AvgBTTSL5>=0.8 AND AvgGAL8>=1.6;1208;797;411;65.98;13.98;5.26
MinBTTSL8>=0.7 AND AvgBTTSL5>=0.8;779;514;265;65.98;9.01;5.26
MinBTTSL7>=0.8 AND MinOverL7>=0.5;388;256;132;65.98;4.49;5.26
MinGAL7>=1.4 AND MinBTTSFull>=0.5;2627;1733;894;65.97;30.39;5.25
MinGFL8>=1.4 AND MinOverL7>=0.5;2574;1698;876;65.97;29.78;5.25
MinOverFull>=0.6 AND MinBTTSL7>=0.5;2457;1621;836;65.97;28.43;5.26
AvgBTTSL8>=0.7 AND MinBTTSL8>=0.5;1954;1289;665;65.97;22.61;5.25
MinGFL7>=1.6 AND MinBTTSL8>=0.5;1684;1111;573;65.97;19.48;5.25
MinOverL7>=0.5 AND MinGAL8>=1.2;3425;2259;1166;65.96;39.63;5.24
AvgBTTSL8>=0.6 AND AvgGAL5>=1.6;3035;2002;1033;65.96;35.12;5.24
MinOverFull>=0.6 AND AvgGAFull>=1.4;2970;1959;1011;65.96;34.36;5.24
AvgBTTSL5>=0.7 AND AvgGAL7>=1.6;2262;1492;770;65.96;26.17;5.24
AvgBTTSFull>=0.7 AND MinOverL8>=0.4;1848;1219;629;65.96;21.38;5.24
MinGFL5>=1.8 AND MinGFL8>=1.2;1786;1178;608;65.96;20.66;5.24
MinGFFull>=1.2 AND AvgGAL7>=1.4;3201;2111;1090;65.95;37.04;5.23
AvgBTTSL7>=0.7 AND AvgGAL8>=1.4;2279;1503;776;65.95;26.37;5.23
MinBTTSL8>=0.6 AND MinGAL7>=1.2;2270;1497;773;65.95;26.26;5.23
MinOverL7>=0.6 AND AvgBTTSL7>=0.6;2138;1410;728;65.95;24.74;5.23
MinOverL7>=0.6 AND MinGAL5>=1.2;2091;1379;712;65.95;24.19;5.23
AvgBTTSL8>=0.7 AND MinGFL8>=1.2;1592;1050;542;65.95;18.42;5.24
MinBTTSL5>=0.7 AND MinGFL7>=1.2;878;579;299;65.95;10.16;5.23
MinBTTSL5>=0.8 AND MinGFL7>=1.2;878;579;299;65.95;10.16;5.23
AvgBTTSL7>=0.7 AND AvgGAFull>=1.4;2246;1481;765;65.94;25.99;5.22
MinGFL7>=1.4 AND AvgBTTSL5>=0.7;1920;1266;654;65.94;22.21;5.22
MinGFL7>=1.8 AND MinGFFull>=1.2;1524;1005;519;65.94;17.63;5.23
MinOverL7>=0.6 AND MinBTTSFull>=0.6;1459;962;497;65.94;16.88;5.22
AvgBTTSL5>=0.8 AND MinGFL7>=1.4;1060;699;361;65.94;12.26;5.22
MinBTTSL5>=0.7 AND MinGFL5>=1.6;643;424;219;65.94;7.44;5.22
MinBTTSL5>=0.8 AND MinGFL5>=1.6;643;424;219;65.94;7.44;5.22
AvgGAL5>=1.6 AND MinGFL5>=1.0;3240;2136;1104;65.93;37.49;5.21
MinGFFull>=1.2 AND AvgGAL8>=1.4;3205;2113;1092;65.93;37.08;5.21
AvgBTTSL7>=0.6 AND AvgGAL8>=1.6;2835;1869;966;65.93;32.8;5.21
MinGFL8>=1.6 AND MinBTTSL8>=0.5;1946;1283;663;65.93;22.52;5.21
MinGFL5>=1.6 AND MinBTTSFull>=0.5;1940;1279;661;65.93;22.45;5.21
MinBTTSL7>=0.6 AND AvgGAFull>=1.6;1406;927;479;65.93;16.27;5.21
MinGFL7>=1.8 AND MinBTTSL8>=0.4;1315;867;448;65.93;15.21;5.21
MinBTTSL7>=0.8 AND MinGFL5>=1.0;408;269;139;65.93;4.72;5.21
AvgBTTSL7>=0.7 AND MinOverL7>=0.5;2192;1445;747;65.92;25.36;5.2
MinGFL5>=1.6 AND AvgBTTSL8>=0.6;1869;1232;637;65.92;21.62;5.2
AvgBTTSFull>=0.7 AND MinGFL8>=1.2;1526;1006;520;65.92;17.66;5.2
AvgBTTSL7>=0.6 AND MinGAL7>=1.2;3021;1991;1030;65.91;34.95;5.19
MinBTTSL8>=0.6 AND AvgGAL7>=1.6;2112;1392;720;65.91;24.44;5.19
MinBTTSL7>=0.7 AND MinGFL5>=1.4;1018;671;347;65.91;11.78;5.19
AvgBTTSL8>=0.8 AND MinGFL5>=1.6;484;319;165;65.91;5.6;5.19
MinGFL5>=1.6 AND MinOverL8>=0.5;2302;1517;785;65.9;26.63;5.18
MinGFL5>=1.6 AND MinOverFull>=0.5;2211;1457;754;65.9;25.58;5.18
MinGFL7>=1.6 AND MinOverL8>=0.4;2009;1324;685;65.9;23.24;5.18
AvgBTTSL5>=0.8 AND MinGFL8>=1.4;1000;659;341;65.9;11.57;5.18
AvgBTTSL5>=0.7 AND MinGAL7>=1.2;2357;1553;804;65.89;27.27;5.17
MinOverL8>=0.6 AND AvgBTTSL5>=0.7;2184;1439;745;65.89;25.27;5.17
AvgBTTSL7>=0.8 AND MinBTTSFull>=0.5;642;423;219;65.89;7.43;5.17
AvgBTTSFull>=0.6 AND AvgGAL8>=1.4;3543;2334;1209;65.88;40.99;5.16
MinOverFull>=0.6 AND MinBTTSL8>=0.5;2787;1836;951;65.88;32.25;5.16
MinGFL5>=1.4 AND AvgBTTSL7>=0.6;2421;1595;826;65.88;28.01;5.16
MinBTTSFull>=0.6 AND MinGFL5>=1.2;2002;1319;683;65.88;23.16;5.16
MinGFL5>=1.8;1791;1180;611;65.88;20.72;5.17
MinGFL5>=1.8 AND MinGFL5>=1.6;1791;1180;611;65.88;20.72;5.17
MinGFL5>=1.8 AND MinGFL5>=1.4;1791;1180;611;65.88;20.72;5.17
MinGFL5>=1.8 AND MinGFL7>=1.2;1791;1180;611;65.88;20.72;5.17
MinGFL5>=1.8 AND MinGFL5>=1.2;1791;1180;611;65.88;20.72;5.17
MinGFL5>=1.8 AND MinGFL5>=1.0;1791;1180;611;65.88;20.72;5.17
MinOverL7>=0.7 AND MinBTTSL5>=0.5;1562;1029;533;65.88;18.07;5.16
MinOverL7>=0.7 AND MinBTTSL5>=0.6;1562;1029;533;65.88;18.07;5.16
MinGFL7>=1.2 AND MinGAL7>=1.0;3279;2160;1119;65.87;37.94;5.15
MinOverL8>=0.6 AND AvgGAL7>=1.4;3161;2082;1079;65.87;36.57;5.15
MinBTTSL8>=0.6 AND MinGAL5>=1.2;2350;1548;802;65.87;27.19;5.15
MinGFL7>=1.8 AND MinGFL5>=1.2;1515;998;517;65.87;17.53;5.15
AvgBTTSL5>=0.8 AND MinOverL7>=0.5;1383;911;472;65.87;16.0;5.15
AvgBTTSL7>=0.6 AND AvgGAL5>=1.6;2938;1935;1003;65.86;33.99;5.14
AvgBTTSL8>=0.7 AND AvgBTTSL5>=0.7;1898;1250;648;65.86;21.96;5.14
AvgBTTSL8>=0.7 AND MinOverL8>=0.4;1898;1250;648;65.86;21.96;5.14
MinBTTSFull>=0.7 AND MinBTTSL7>=0.8;331;218;113;65.86;3.83;5.14
MinGAFull>=1.2 AND MinGFL5>=1.0;3502;2306;1196;65.85;40.52;5.13
AvgBTTSFull>=0.6 AND MinGFFull>=1.2;3227;2125;1102;65.85;37.34;5.13
MinGAL7>=1.4 AND MinBTTSL7>=0.5;2410;1587;823;65.85;27.88;5.13
MinBTTSFull>=0.6 AND MinGFFull>=1.2;2123;1398;725;65.85;24.56;5.13
AvgBTTSL5>=0.8 AND AvgGAL7>=1.4;1420;935;485;65.85;16.43;5.13
AvgBTTSL8>=0.8 AND AvgBTTSL7>=0.8;615;405;210;65.85;7.12;5.13
AvgBTTSL7>=0.8 AND AvgGAL7>=1.4;609;401;208;65.85;7.05;5.13
AvgBTTSL8>=0.7 AND MinBTTSL7>=0.5;1926;1268;658;65.84;22.28;5.12
MinGFL7>=1.8 AND MinGFL5>=1.0;1528;1006;522;65.84;17.68;5.12
AvgBTTSL5>=0.8 AND AvgGAL8>=1.4;1414;931;483;65.84;16.36;5.12
MinGFFull>=1.4 AND MinBTTSL7>=0.6;1247;821;426;65.84;14.43;5.12
MinBTTSFull>=0.7 AND MinBTTSL8>=0.8;281;185;96;65.84;3.25;5.12
MinOverL8>=0.6 AND AvgGAL8>=1.4;3181;2094;1087;65.83;36.8;5.11
MinGFFull>=1.4 AND MinOverL8>=0.5;2959;1948;1011;65.83;34.24;5.11
MinGFFull>=1.6;2321;1528;793;65.83;26.85;5.11
MinGFFull>=1.6 AND MinGFFull>=1.4;2321;1528;793;65.83;26.85;5.11
MinGFFull>=1.6 AND MinGFFull>=1.2;2321;1528;793;65.83;26.85;5.11
AvgBTTSL7>=0.7 AND MinGFL8>=1.2;2025;1333;692;65.83;23.43;5.11
MinGFL8>=1.6 AND MinBTTSL5>=0.5;1551;1021;530;65.83;17.95;5.11
MinGFL8>=1.6 AND MinBTTSL5>=0.6;1551;1021;530;65.83;17.95;5.11
MinGFL8>=1.8 AND MinBTTSL5>=0.7;360;237;123;65.83;4.17;5.11
MinGFL8>=1.8 AND MinBTTSL5>=0.8;360;237;123;65.83;4.17;5.11
MinOverL5>=0.5 AND MinGFFull>=1.2;3186;2097;1089;65.82;36.86;5.1
MinOverL5>=0.6 AND MinGFFull>=1.2;3186;2097;1089;65.82;36.86;5.1
MinGAFull>=1.4 AND AvgBTTSL5>=0.6;2651;1745;906;65.82;30.67;5.1
MinBTTSL7>=0.6 AND MinGAFull>=1.2;1571;1034;537;65.82;18.18;5.1
MinGFL7>=1.8 AND MinGFFull>=1.4;1504;990;514;65.82;17.4;5.1
MinBTTSL7>=0.7 AND AvgGAL8>=1.6;1147;755;392;65.82;13.27;5.1
MinOverL8>=0.6 AND MinBTTSFull>=0.5;2945;1938;1007;65.81;34.07;5.09
MinBTTSL8>=0.6 AND AvgGAL7>=1.4;2565;1688;877;65.81;29.68;5.09
MinOverL7>=0.6 AND AvgBTTSL8>=0.6;2176;1432;744;65.81;25.18;5.09
AvgBTTSL5>=0.7 AND AvgGAFull>=1.6;2135;1405;730;65.81;24.7;5.09
AvgBTTSFull>=0.7 AND AvgBTTSL5>=0.7;1752;1153;599;65.81;20.27;5.09
MinGFL7>=1.6 AND MinBTTSL5>=0.5;1360;895;465;65.81;15.74;5.09
MinGFL7>=1.6 AND MinBTTSL5>=0.6;1360;895;465;65.81;15.74;5.09
MinOverL7>=0.6 AND MinBTTSL7>=0.7;933;614;319;65.81;10.79;5.09
AvgBTTSL7>=0.6 AND AvgGAL7>=1.6;2842;1870;972;65.8;32.88;5.08
MinGAFull>=1.4 AND MinBTTSFull>=0.5;2614;1720;894;65.8;30.24;5.08
MinGFL7>=1.8;1532;1008;524;65.8;17.73;5.08
MinGFL7>=1.8 AND MinGFL8>=1.6;1532;1008;524;65.8;17.73;5.08
MinGFL7>=1.8 AND MinGFL7>=1.6;1532;1008;524;65.8;17.73;5.08
MinGFL7>=1.8 AND MinGFL8>=1.4;1532;1008;524;65.8;17.73;5.08
MinGFL7>=1.8 AND MinGFL7>=1.4;1532;1008;524;65.8;17.73;5.08
MinGFL7>=1.8 AND MinGFL7>=1.2;1532;1008;524;65.8;17.73;5.08
MinGFL7>=1.8 AND MinGFL8>=1.2;1532;1008;524;65.8;17.73;5.08
MinOverL7>=0.7 AND MinBTTSL7>=0.7;886;583;303;65.8;10.25;5.08
AvgBTTSL7>=0.6 AND MinOverL7>=0.5;3350;2204;1146;65.79;38.76;5.07
MinGFL8>=1.4 AND AvgBTTSL8>=0.6;2318;1525;793;65.79;26.82;5.07
MinGFL8>=1.4 AND AvgBTTSL5>=0.7;1795;1181;614;65.79;20.77;5.07
MinBTTSL5>=0.7 AND MinOverL7>=0.5;953;627;326;65.79;11.03;5.07
MinBTTSL5>=0.8 AND MinOverL7>=0.5;953;627;326;65.79;11.03;5.07
AvgBTTSL7>=0.8;643;423;220;65.79;7.44;5.07
AvgBTTSL8>=0.7 AND AvgBTTSL7>=0.8;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND AvgBTTSL7>=0.7;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND AvgBTTSL5>=0.8;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND AvgBTTSL7>=0.6;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND MinBTTSL8>=0.6;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND AvgBTTSL8>=0.6;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND MinBTTSL7>=0.6;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND AvgBTTSL5>=0.7;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND MinBTTSL5>=0.5;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND MinBTTSL5>=0.6;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND MinBTTSL8>=0.5;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND MinBTTSL7>=0.5;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND AvgBTTSL5>=0.6;643;423;220;65.79;7.44;5.07
AvgBTTSL7>=0.8 AND MinBTTSL8>=0.4;643;423;220;65.79;7.44;5.07
MinOverL8>=0.6 AND AvgGAFull>=1.4;3150;2072;1078;65.78;36.45;5.06
MinGFL7>=1.4 AND MinOverL7>=0.5;2747;1807;940;65.78;31.78;5.06
AvgBTTSFull>=0.7 AND AvgBTTSL5>=0.6;1926;1267;659;65.78;22.28;5.06
MinBTTSL7>=0.7 AND AvgGAL5>=1.6;1169;769;400;65.78;13.53;5.06
AvgBTTSL7>=0.8 AND AvgBTTSFull>=0.6;640;421;219;65.78;7.4;5.06
AvgBTTSFull>=0.6 AND MinOverL8>=0.5;3611;2375;1236;65.77;41.78;5.05
MinOverL5>=0.5 AND MinGFL8>=1.2;3155;2075;1080;65.77;36.5;5.05
MinOverL5>=0.6 AND MinGFL8>=1.2;3155;2075;1080;65.77;36.5;5.05
AvgBTTSL8>=0.6 AND AvgGAFull>=1.6;2825;1858;967;65.77;32.69;5.05
MinBTTSL8>=0.6 AND AvgGAFull>=1.4;2533;1666;867;65.77;29.31;5.05
AvgBTTSL5>=0.7 AND AvgGAL8>=1.6;2261;1487;774;65.77;26.16;5.05
MinGFFull>=1.6 AND MinGFL5>=1.2;2182;1435;747;65.77;25.25;5.05
MinGAL8>=1.4 AND MinBTTSL5>=0.5;2004;1318;686;65.77;23.19;5.05
MinGAL8>=1.4 AND MinBTTSL5>=0.6;2004;1318;686;65.77;23.19;5.05
AvgBTTSFull>=0.7 AND AvgBTTSL7>=0.7;1753;1153;600;65.77;20.28;5.05
MinBTTSL7>=0.6 AND MinGAL8>=1.2;1607;1057;550;65.77;18.59;5.06
MinBTTSL5>=0.7 AND MinOverL5>=0.5;967;636;331;65.77;11.19;5.05
MinBTTSL5>=0.7 AND MinOverL5>=0.6;967;636;331;65.77;11.19;5.05
MinBTTSL5>=0.8 AND MinOverL5>=0.5;967;636;331;65.77;11.19;5.05
MinBTTSL5>=0.8 AND MinOverL5>=0.6;967;636;331;65.77;11.19;5.05
AvgBTTSL5>=0.8 AND MinGFL5>=1.6;888;584;304;65.77;10.27;5.05
MinBTTSL7>=0.8 AND MinGFL5>=1.4;336;221;115;65.77;3.89;5.05
MinGFL5>=1.4 AND MinOverL8>=0.5;3081;2026;1055;65.76;35.65;5.04
MinOverL7>=0.5 AND MinGAL5>=1.4;2792;1836;956;65.76;32.3;5.04
AvgBTTSL8>=0.8 AND MinBTTSL7>=0.8;403;265;138;65.76;4.66;5.04
MinGFL5>=1.2 AND AvgGAL8>=1.4;3223;2119;1104;65.75;37.29;5.03
MinGFFull>=1.6 AND MinGFL5>=1.0;2257;1484;773;65.75;26.11;5.03
MinGFFull>=1.6 AND MinGFL8>=1.6;2000;1315;685;65.75;23.14;5.03
AvgBTTSL7>=0.7 AND MinBTTSFull>=0.6;1848;1215;633;65.75;21.38;5.03
MinBTTSL5>=0.7 AND MinGFL5>=1.4;832;547;285;65.75;9.63;5.03
MinBTTSL5>=0.8 AND MinGFL5>=1.4;832;547;285;65.75;9.63;5.03
MinOverL7>=0.7 AND MinBTTSL8>=0.4;1947;1280;667;65.74;22.53;5.02
MinGFL8>=1.4 AND MinBTTSL8>=0.6;1722;1132;590;65.74;19.92;5.02
AvgBTTSL5>=0.8 AND MinOverL5>=0.5;1398;919;479;65.74;16.17;5.02
AvgBTTSL5>=0.8 AND MinOverL5>=0.6;1398;919;479;65.74;16.17;5.02
MinGFL7>=1.6 AND MinBTTSL7>=0.6;867;570;297;65.74;10.03;5.02
MinGFFull>=1.2 AND AvgGAFull>=1.4;3216;2114;1102;65.73;37.21;5.01
AvgBTTSL7>=0.6 AND MinGFFull>=1.2;3064;2014;1050;65.73;35.45;5.01
MinGFL5>=1.4 AND AvgBTTSL5>=0.7;2063;1356;707;65.73;23.87;5.01
MinBTTSFull>=0.6 AND AvgBTTSL5>=0.7;1984;1304;680;65.73;22.95;5.01
AvgBTTSFull>=0.7 AND MinGFL5>=1.2;1538;1011;527;65.73;17.79;5.02
MinBTTSL5>=0.7 AND AvgBTTSFull>=0.6;1030;677;353;65.73;11.92;5.01
MinBTTSL5>=0.8 AND AvgBTTSFull>=0.6;1030;677;353;65.73;11.92;5.01
MinGFL5>=1.2 AND AvgGAFull>=1.4;3229;2122;1107;65.72;37.36;5.0
MinGFL5>=1.2 AND AvgGAL7>=1.4;3209;2109;1100;65.72;37.13;5.0
MinGFL7>=1.4 AND AvgBTTSL8>=0.6;2462;1618;844;65.72;28.49;5.0
MinOverFull>=0.6 AND MinBTTSL5>=0.5;2220;1459;761;65.72;25.69;5.0
MinOverFull>=0.6 AND MinBTTSL5>=0.6;2220;1459;761;65.72;25.69;5.0
AvgBTTSL8>=0.7 AND MinBTTSL8>=0.6;1800;1183;617;65.72;20.83;5.0
MinOverL7>=0.5 AND AvgBTTSL8>=0.6;3456;2271;1185;65.71;39.99;4.99
AvgBTTSL7>=0.6 AND MinGFL7>=1.2;2948;1937;1011;65.71;34.11;4.99
MinGFFull>=1.4 AND MinBTTSL8>=0.5;2706;1778;928;65.71;31.31;4.99
MinOverL8>=0.6 AND MinBTTSL8>=0.6;2187;1437;750;65.71;25.3;4.99
MinBTTSL7>=0.7 AND MinGFL7>=1.2;1187;780;407;65.71;13.73;4.99
AvgBTTSL8>=0.8 AND AvgBTTSL5>=0.8;770;506;264;65.71;8.91;4.99
AvgBTTSL8>=0.8 AND MinGFL7>=1.8;347;228;119;65.71;4.01;4.99
MinOverL7>=0.5 AND AvgGAL5>=1.6;3341;2195;1146;65.7;38.66;4.98
MinOverL7>=0.5 AND MinGAL7>=1.2;3332;2189;1143;65.7;38.55;4.98
MinGFL7>=1.2 AND AvgBTTSL5>=0.7;2335;1534;801;65.7;27.02;4.98
MinGFFull>=1.6 AND MinGFL8>=1.2;2268;1490;778;65.7;26.24;4.98
MinGFL5>=1.8 AND MinGFL7>=1.4;1767;1161;606;65.7;20.44;4.98
AvgBTTSL7>=0.7 AND MinOverL7>=0.6;1516;996;520;65.7;17.54;4.98
MinBTTSL8>=0.7 AND AvgBTTSL7>=0.8;516;339;177;65.7;5.97;4.98
MinOverL7>=0.5 AND MinGFFull>=1.2;3439;2259;1180;65.69;39.79;4.97
AvgBTTSL8>=0.6 AND MinGAL7>=1.2;3136;2060;1076;65.69;36.28;4.97
AvgBTTSL8>=0.6 AND AvgGAL7>=1.6;2941;1932;1009;65.69;34.03;4.97
MinGFL7>=1.4 AND MinBTTSFull>=0.5;2550;1675;875;65.69;29.5;4.97
AvgBTTSL7>=0.7 AND AvgBTTSFull>=0.6;2460;1616;844;65.69;28.46;4.97
AvgBTTSFull>=0.7 AND AvgBTTSL7>=0.6;1915;1258;657;65.69;22.16;4.97
MinBTTSL7>=0.7 AND MinGFL5>=1.2;1230;808;422;65.69;14.23;4.97
MinBTTSL7>=0.8 AND MinOverL8>=0.4;408;268;140;65.69;4.72;4.97
MinGFFull>=1.4 AND MinOverL8>=0.4;3118;2048;1070;65.68;36.08;4.96
MinGFFull>=1.4 AND MinBTTSFull>=0.5;2631;1728;903;65.68;30.44;4.96
MinGFL5>=1.6 AND MinOverL8>=0.4;2398;1575;823;65.68;27.74;4.96
MinBTTSFull>=0.6 AND MinOverL8>=0.5;2328;1529;799;65.68;26.94;4.96
MinGFFull>=1.6 AND MinGFL5>=1.4;2019;1326;693;65.68;23.36;4.96
MinOverL8>=0.6 AND MinGFL5>=1.0;3175;2085;1090;65.67;36.73;4.95
MinGAL8>=1.4 AND MinBTTSL8>=0.4;2686;1764;922;65.67;31.08;4.95
AvgBTTSL5>=0.7 AND AvgGAL5>=1.6;2435;1599;836;65.67;28.17;4.95
MinBTTSL5>=0.7 AND MinGAL5>=1.2;973;639;334;65.67;11.26;4.95
MinBTTSL5>=0.8 AND MinGAL5>=1.2;973;639;334;65.67;11.26;4.95
MinOverL5>=0.5 AND MinGAFull>=1.2;3183;2090;1093;65.66;36.83;4.94
MinOverL5>=0.6 AND MinGAFull>=1.2;3183;2090;1093;65.66;36.83;4.94
AvgBTTSL8>=0.6 AND AvgGAL8>=1.6;2979;1956;1023;65.66;34.47;4.94
MinGAFull>=1.4 AND MinBTTSL8>=0.5;2644;1736;908;65.66;30.59;4.94
MinBTTSL7>=0.7 AND MinOverL5>=0.5;1223;803;420;65.66;14.15;4.94
MinBTTSL7>=0.7 AND MinOverL5>=0.6;1223;803;420;65.66;14.15;4.94
MinBTTSL7>=0.8 AND MinGFL7>=1.4;332;218;114;65.66;3.84;4.94
MinGFL5>=1.4 AND MinOverFull>=0.5;2946;1934;1012;65.65;34.09;4.93
MinGAL7>=1.4 AND AvgBTTSL5>=0.6;2763;1814;949;65.65;31.97;4.93
MinOverL7>=0.6 AND AvgGAL7>=1.4;2390;1569;821;65.65;27.65;4.93
MinGFFull>=1.6 AND MinGFL8>=1.4;2122;1393;729;65.65;24.55;4.93
MinOverL7>=0.6 AND AvgGAL8>=1.6;2067;1357;710;65.65;23.92;4.93
AvgBTTSFull>=0.7;1971;1294;677;65.65;22.8;4.93
AvgBTTSFull>=0.7 AND AvgBTTSFull>=0.6;1971;1294;677;65.65;22.8;4.93
AvgBTTSL5>=0.8 AND AvgGAFull>=1.4;1383;908;475;65.65;16.0;4.93
MinBTTSL7>=0.7 AND MinGFL7>=1.4;1013;665;348;65.65;11.72;4.93
MinOverL7>=0.6 AND AvgGAL8>=1.4;2375;1559;816;65.64;27.48;4.92
AvgBTTSL7>=0.7 AND MinOverL5>=0.5;2055;1349;706;65.64;23.78;4.93
AvgBTTSL7>=0.7 AND MinOverL5>=0.6;2055;1349;706;65.64;23.78;4.93
